time,od,row,column
0,0.0534858524434503,A,1
0.166666666666667,0.0480033584533994,A,1
0.333333333333333,0.0558745068393378,A,1
0.5,0.0513174921140606,A,1
0.666666666666667,0.0451671946547147,A,1
0.833333333333333,0.0529321135042312,A,1
1,0.048677288278655,A,1
1.16666666666667,0.0494390624959302,A,1
1.33333333333333,0.0458304494990735,A,1
1.5,0.0518992540769606,A,1
1.66666666666667,0.0530544149933288,A,1
1.83333333333333,0.0487780893891348,A,1
2,0.0539048770173923,A,1
2.16666666666667,0.0428354426783887,A,1
2.33333333333333,0.0444462744448827,A,1
2.5,0.0490082105863875,A,1
2.66666666666667,0.0498369762583077,A,1
2.83333333333333,0.0467082966415059,A,1
3,0.0489356106491911,A,1
3.16666666666667,0.0483600254337799,A,1
3.33333333333333,0.0458113084238862,A,1
3.5,0.0509337143602501,A,1
3.66666666666667,0.0487271570858975,A,1
3.83333333333333,0.053965912360979,A,1
4,0.0506934451116329,A,1
4.16666666666667,0.0576977230528008,A,1
4.33333333333333,0.050689094602773,A,1
4.5,0.0485364142877389,A,1
4.66666666666667,0.055712851383919,A,1
4.83333333333333,0.053270437360914,A,1
5,0.0560073269542776,A,1
5.16666666666667,0.0585416539591397,A,1
5.33333333333333,0.0605753519914809,A,1
5.5,0.0555274803860409,A,1
5.66666666666667,0.0583514270619469,A,1
5.83333333333333,0.0562457072686157,A,1
6,0.0617462325034767,A,1
6.16666666666667,0.0644251715459544,A,1
6.33333333333333,0.066938403349106,A,1
6.5,0.0733535883422453,A,1
6.66666666666667,0.0725702774778213,A,1
6.83333333333333,0.0791397114907347,A,1
7,0.0826823661297538,A,1
7.16666666666667,0.0881631885453108,A,1
7.33333333333333,0.101797661659656,A,1
7.5,0.107272796831536,A,1
7.66666666666667,0.115378595761832,A,1
7.83333333333333,0.126227335858709,A,1
8,0.136498399472335,A,1
8.16666666666667,0.153953374612657,A,1
8.33333333333333,0.166431065139615,A,1
8.5,0.179658878652954,A,1
8.66666666666667,0.197269090902873,A,1
8.83333333333333,0.219287599144946,A,1
9,0.226230590637085,A,1
9.16666666666667,0.243994004851502,A,1
9.33333333333333,0.261234324008402,A,1
9.5,0.274086149477242,A,1
9.66666666666667,0.290786119113274,A,1
9.83333333333333,0.304129536468881,A,1
10,0.309684262077758,A,1
10.1666666666667,0.330205748098464,A,1
10.3333333333333,0.331220136944392,A,1
10.5,0.335654983763358,A,1
10.6666666666667,0.342271454628931,A,1
10.8333333333333,0.34853254972984,A,1
11,0.351732989146598,A,1
11.1666666666667,0.35727320636488,A,1
11.3333333333333,0.364451112701245,A,1
11.5,0.366789647652297,A,1
11.6666666666667,0.368660027478921,A,1
11.8333333333333,0.373680544744191,A,1
12,0.370992345446478,A,1
12.1666666666667,0.373089907864229,A,1
12.3333333333333,0.368327688010994,A,1
12.5,0.379503299761893,A,1
12.6666666666667,0.373829840525741,A,1
12.8333333333333,0.379593538552975,A,1
13,0.376241983482377,A,1
13.1666666666667,0.377533739758036,A,1
13.3333333333333,0.380699027484796,A,1
13.5,0.377944443474705,A,1
13.6666666666667,0.374545028670496,A,1
13.8333333333333,0.374703595277223,A,1
14,0.376276594873752,A,1
14.1666666666667,0.374591686017001,A,1
14.3333333333333,0.374996538151343,A,1
14.5,0.38018144484586,A,1
14.6666666666667,0.379103704778786,A,1
14.8333333333333,0.377683930127569,A,1
15,0.373372432369891,A,1
15.1666666666667,0.383183288580671,A,1
15.3333333333333,0.375778879591159,A,1
15.5,0.37480429928968,A,1
15.6666666666667,0.379528023466617,A,1
15.8333333333333,0.379910868782932,A,1
16,0.378776934493046,A,1
16.1666666666667,0.378565786947157,A,1
16.3333333333333,0.378828928926152,A,1
16.5,0.377595236887805,A,1
16.6666666666667,0.377040041062682,A,1
16.8333333333333,0.382398009441695,A,1
17,0.377897608862423,A,1
17.1666666666667,0.379172488607177,A,1
17.3333333333333,0.379750745534482,A,1
17.5,0.378012882880292,A,1
17.6666666666667,0.374513139966528,A,1
17.8333333333333,0.375504404428428,A,1
18,0.377104899355897,A,1
18.1666666666667,0.3801136810144,A,1
18.3333333333333,0.377130322189591,A,1
18.5,0.373054226362437,A,1
18.6666666666667,0.37956443288303,A,1
18.8333333333333,0.375813633772051,A,1
19,0.382488364634726,A,1
19.1666666666667,0.378363273493137,A,1
19.3333333333333,0.37192401859311,A,1
19.5,0.375490854974306,A,1
19.6666666666667,0.380954763478351,A,1
19.8333333333333,0.376485218473906,A,1
20,0.371836275731308,A,1
20.1666666666667,0.376571035897742,A,1
20.3333333333333,0.380967300448556,A,1
20.5,0.387184653611092,A,1
20.6666666666667,0.378405165117313,A,1
20.8333333333333,0.376627087630636,A,1
21,0.379796393046342,A,1
21.1666666666667,0.380031314430642,A,1
21.3333333333333,0.377119553629048,A,1
21.5,0.376866889136805,A,1
21.6666666666667,0.373935531610465,A,1
21.8333333333333,0.383063475499888,A,1
22,0.379356505511687,A,1
22.1666666666667,0.382663634998463,A,1
22.3333333333333,0.382633551712883,A,1
22.5,0.378707420844101,A,1
22.6666666666667,0.379774374559745,A,1
22.8333333333333,0.382573373484629,A,1
23,0.380416687932852,A,1
23.1666666666667,0.376092426264374,A,1
23.3333333333333,0.371354059374945,A,1
23.5,0.382105516425895,A,1
23.6666666666667,0.376874475697811,A,1
23.8333333333333,0.374649988352097,A,1
24,0.378573418720308,A,1
0,0.0450445166100724,B,1
0.166666666666667,0.0438943287987179,B,1
0.333333333333333,0.0499970643274828,B,1
0.5,0.0521322848104998,B,1
0.666666666666667,0.0471601062422903,B,1
0.833333333333333,0.0493626127898083,B,1
1,0.0511002162163609,B,1
1.16666666666667,0.0493021068060911,B,1
1.33333333333333,0.0530620565704043,B,1
1.5,0.0519433180505963,B,1
1.66666666666667,0.0483832168470195,B,1
1.83333333333333,0.0474444746157012,B,1
2,0.0479591126775662,B,1
2.16666666666667,0.0466029945653865,B,1
2.33333333333333,0.0487238544352928,B,1
2.5,0.056471161541855,B,1
2.66666666666667,0.0466977537369781,B,1
2.83333333333333,0.0524728466018895,B,1
3,0.0503240640369403,B,1
3.16666666666667,0.0480668570252742,B,1
3.33333333333333,0.0508359802623649,B,1
3.5,0.0559124181566489,B,1
3.66666666666667,0.0495700563216973,B,1
3.83333333333333,0.0518071704887135,B,1
4,0.0507515282156127,B,1
4.16666666666667,0.0564687747247416,B,1
4.33333333333333,0.0466866385528866,B,1
4.5,0.0504164284156728,B,1
4.66666666666667,0.0518790072879158,B,1
4.83333333333333,0.0479585253385399,B,1
5,0.0556700030662502,B,1
5.16666666666667,0.0549101611492284,B,1
5.33333333333333,0.0562547453144017,B,1
5.5,0.0491158586209727,B,1
5.66666666666667,0.0533806557073052,B,1
5.83333333333333,0.0576823208115226,B,1
6,0.054838434006249,B,1
6.16666666666667,0.0539192316490166,B,1
6.33333333333333,0.065420241726532,B,1
6.5,0.0653859077896129,B,1
6.66666666666667,0.0581450152470201,B,1
6.83333333333333,0.0677083853534682,B,1
7,0.0670405842634525,B,1
7.16666666666667,0.0717170257449372,B,1
7.33333333333333,0.0685430638841393,B,1
7.5,0.0756667642947896,B,1
7.66666666666667,0.0851450735179595,B,1
7.83333333333333,0.0850331423346188,B,1
8,0.0890814355610258,B,1
8.16666666666667,0.100649984827535,B,1
8.33333333333333,0.109285380895519,B,1
8.5,0.110231625023034,B,1
8.66666666666667,0.133147756088898,B,1
8.83333333333333,0.139264867860685,B,1
9,0.154914128357804,B,1
9.16666666666667,0.164908055807852,B,1
9.33333333333333,0.17852412533132,B,1
9.5,0.202205987848187,B,1
9.66666666666667,0.215821429087882,B,1
9.83333333333333,0.230754792685832,B,1
10,0.243358634916863,B,1
10.1666666666667,0.269749337431042,B,1
10.3333333333333,0.287467245572344,B,1
10.5,0.301847036544882,B,1
10.6666666666667,0.317400115702339,B,1
10.8333333333333,0.328515634622021,B,1
11,0.347927323022335,B,1
11.1666666666667,0.360569956247635,B,1
11.3333333333333,0.370710413717309,B,1
11.5,0.380035495651404,B,1
11.6666666666667,0.393094691362911,B,1
11.8333333333333,0.400123974177855,B,1
12,0.409636985621254,B,1
12.1666666666667,0.413004788643736,B,1
12.3333333333333,0.419300967784997,B,1
12.5,0.42171750915572,B,1
12.6666666666667,0.421578656821192,B,1
12.8333333333333,0.426165089734265,B,1
13,0.431204329046659,B,1
13.1666666666667,0.432006225593654,B,1
13.3333333333333,0.434600022297708,B,1
13.5,0.438793210924468,B,1
13.6666666666667,0.436664509709283,B,1
13.8333333333333,0.440674751723848,B,1
14,0.439717755748345,B,1
14.1666666666667,0.447735090517653,B,1
14.3333333333333,0.444548993582469,B,1
14.5,0.442137911219147,B,1
14.6666666666667,0.442043941986784,B,1
14.8333333333333,0.446067997631648,B,1
15,0.447954512086106,B,1
15.1666666666667,0.443527297001861,B,1
15.3333333333333,0.445484000035899,B,1
15.5,0.446320459784177,B,1
15.6666666666667,0.448769789011567,B,1
15.8333333333333,0.446413139728462,B,1
16,0.441371989528653,B,1
16.1666666666667,0.450680293456806,B,1
16.3333333333333,0.448906203376529,B,1
16.5,0.451889181159001,B,1
16.6666666666667,0.448031156968074,B,1
16.8333333333333,0.444254082666245,B,1
17,0.44726927472681,B,1
17.1666666666667,0.442791001550049,B,1
17.3333333333333,0.447901962516489,B,1
17.5,0.444031478739936,B,1
17.6666666666667,0.451568346564864,B,1
17.8333333333333,0.44679407672611,B,1
18,0.441298564229787,B,1
18.1666666666667,0.446996352768622,B,1
18.3333333333333,0.44752428564008,B,1
18.5,0.444304688933473,B,1
18.6666666666667,0.447478393732369,B,1
18.8333333333333,0.446229626071763,B,1
19,0.443882416111319,B,1
19.1666666666667,0.448487770562461,B,1
19.3333333333333,0.44999604329437,B,1
19.5,0.449289230676312,B,1
19.6666666666667,0.446797562610454,B,1
19.8333333333333,0.449405006524363,B,1
20,0.446575226205256,B,1
20.1666666666667,0.449512375849502,B,1
20.3333333333333,0.446268371602943,B,1
20.5,0.443107646354205,B,1
20.6666666666667,0.447579839569806,B,1
20.8333333333333,0.44858062630206,B,1
21,0.45304142933033,B,1
21.1666666666667,0.450999234243894,B,1
21.3333333333333,0.451208067327925,B,1
21.5,0.452380788665581,B,1
21.6666666666667,0.450701659758804,B,1
21.8333333333333,0.447311243892589,B,1
22,0.449141065140865,B,1
22.1666666666667,0.445062467296447,B,1
22.3333333333333,0.449611494473024,B,1
22.5,0.446703240247254,B,1
22.6666666666667,0.445697582592233,B,1
22.8333333333333,0.450761862503502,B,1
23,0.453205225586862,B,1
23.1666666666667,0.452844598335429,B,1
23.3333333333333,0.44479964457355,B,1
23.5,0.447864264111059,B,1
23.6666666666667,0.447348958349223,B,1
23.8333333333333,0.445098176860992,B,1
24,0.444364362368405,B,1
0,0.0524558378231968,C,1
0.166666666666667,0.0513760226977461,C,1
0.333333333333333,0.0471482814754637,C,1
0.5,0.0481636190745111,C,1
0.666666666666667,0.047425083986756,C,1
0.833333333333333,0.051249317883529,C,1
1,0.0485761526541395,C,1
1.16666666666667,0.0488558945054024,C,1
1.33333333333333,0.0472788521950706,C,1
1.5,0.0471127054906175,C,1
1.66666666666667,0.0473104585046914,C,1
1.83333333333333,0.0493664270894057,C,1
2,0.0456114796395606,C,1
2.16666666666667,0.0518710671938043,C,1
2.33333333333333,0.0437009959743676,C,1
2.5,0.0511375422383471,C,1
2.66666666666667,0.0447362151680995,C,1
2.83333333333333,0.0519341857463088,C,1
3,0.0530319830289629,C,1
3.16666666666667,0.0475030452870604,C,1
3.33333333333333,0.053535788738204,C,1
3.5,0.049349646379375,C,1
3.66666666666667,0.0452217236930063,C,1
3.83333333333333,0.0500481972325396,C,1
4,0.0519309028251394,C,1
4.16666666666667,0.0501931029782643,C,1
4.33333333333333,0.0574095714977381,C,1
4.5,0.0479897332398129,C,1
4.66666666666667,0.0534926149950823,C,1
4.83333333333333,0.0473703917610267,C,1
5,0.0574148769169642,C,1
5.16666666666667,0.0495650585137223,C,1
5.33333333333333,0.0587777736852807,C,1
5.5,0.0453544372868065,C,1
5.66666666666667,0.0545076446012765,C,1
5.83333333333333,0.0531591509673167,C,1
6,0.0561849814662149,C,1
6.16666666666667,0.0547267240510123,C,1
6.33333333333333,0.0542336215294363,C,1
6.5,0.0594874436301607,C,1
6.66666666666667,0.0580758561596459,C,1
6.83333333333333,0.0642531553419987,C,1
7,0.0686327437906477,C,1
7.16666666666667,0.0663798993068188,C,1
7.33333333333333,0.06523323675164,C,1
7.5,0.0772034641098698,C,1
7.66666666666667,0.0753341142553184,C,1
7.83333333333333,0.0826821619505213,C,1
8,0.0878253705931069,C,1
8.16666666666667,0.0911985063086705,C,1
8.33333333333333,0.0999542088947445,C,1
8.5,0.102277772484639,C,1
8.66666666666667,0.121083873914559,C,1
8.83333333333333,0.120162363701298,C,1
9,0.140284746745071,C,1
9.16666666666667,0.145629405659067,C,1
9.33333333333333,0.15430838007826,C,1
9.5,0.178493424141438,C,1
9.66666666666667,0.187201564112989,C,1
9.83333333333333,0.20050672282115,C,1
10,0.221095000422729,C,1
10.1666666666667,0.236270580608187,C,1
10.3333333333333,0.24695417728126,C,1
10.5,0.261469139474404,C,1
10.6666666666667,0.279033781765107,C,1
10.8333333333333,0.295163304320289,C,1
11,0.314030948884548,C,1
11.1666666666667,0.322798851084273,C,1
11.3333333333333,0.329930895221047,C,1
11.5,0.351142252632009,C,1
11.6666666666667,0.352213078262548,C,1
11.8333333333333,0.362575447462564,C,1
12,0.362816440549801,C,1
12.1666666666667,0.3739524166598,C,1
12.3333333333333,0.376950384906519,C,1
12.5,0.380793601673314,C,1
12.6666666666667,0.390256214153658,C,1
